23990483	WBHomeEnt	CA	58748818	zach_roerig	
23990483	WBHomeEnt	CA	87318558	AADaddario	
23990483	WBHomeEnt	CA	122805750	carlagugino	
23990483	WBHomeEnt	CA	123585931	alextorrr	
23990483	WBHomeEnt	CA	1939017829	mkmalarkey	
23990483	WBHomeEnt	CA	24574039	ErnestoRiley	
23990483	WBHomeEnt	CA	449349346	BradBirdA113	CA
23990483	WBHomeEnt	CA	369206130	SarahSoWitty	CA
23990483	WBHomeEnt	CA	30282704	Mark_Sheppard	
23990483	WBHomeEnt	CA	59703952	OsricChau	
23990483	WBHomeEnt	CA	116838461	RuthieConnell	CA
23990483	WBHomeEnt	CA	933128688	curtisisbooger	
23990483	WBHomeEnt	CA	382218838	TheJimMichaels	
20922781	StevieKrug	CO	1623606978	KKCDallas	
20922781	StevieKrug	CO	3415305573	brock_mckinsey	
20922781	StevieKrug	CO	2290146017	cjfwifey	
20922781	StevieKrug	CO	224353486	philleenmeskin	
20922781	StevieKrug	CO	2237989560	msanford52	
20922781	StevieKrug	CO	27797892	ThomasETrue	CA
20922781	StevieKrug	CO	269376134	gerald_turpin	CA
20922781	StevieKrug	CO	329983787	NealAtkin	
20922781	StevieKrug	CO	88319005	QuixoticMoose	
20922781	StevieKrug	CO	159910925	JohnnieFzWalker	
20922781	StevieKrug	CO	511328324	flyingthumbs	
20922781	StevieKrug	CO	2908576324	boyerhome	
20922781	StevieKrug	CO	505195537	AlanFuhrman	
20922781	StevieKrug	CO	24037501	tripperscott	
20922781	StevieKrug	CO	182531204	davidvoda	CA
20922781	StevieKrug	CO	18203697	janeengle	
20922781	StevieKrug	CO	448550404	psubeav	
20922781	StevieKrug	CO	618351716	KariHicks3	
20922781	StevieKrug	CO	328275678	1Geist	
20922781	StevieKrug	CO	245223402	LoriKallenberg	NY
20922781	StevieKrug	CO	179688231	Bruce_Mims	AZ
20922781	StevieKrug	CO	25031897	julianjules	
20922781	StevieKrug	CO	22461427	alyankovic	
20922781	StevieKrug	CO	783214		twitter		CA
20922781	StevieKrug	CO	19087330	navyslang	
20922781	StevieKrug	CO	17758656	yensid98	CA
20922781	StevieKrug	CO	19029137	BrentSpiner	CA
20922781	StevieKrug	CO	14735100	attebury	OR
20922781	StevieKrug	CO	36933993	kfuhrman83	PA
20922781	StevieKrug	CO	18909480	lojoz	
20922781	StevieKrug	CO	15786137	harajukuroxy	
20922781	StevieKrug	CO	19660686	BridyDesigns	NY
20922781	StevieKrug	CO	16397742	CorvidCastle	
14144817	Ladycates	CA	19013887	LAKings		CA
14144817	Ladycates	CA	512544642	TheRealJHair	
14144817	Ladycates	CA	495486267	AdrianTitan23	
14144817	Ladycates	CA	626414778	CochitoCruz	NM
14144817	Ladycates	CA	23043294	Dodgers	
14144817	Ladycates	CA	24831373	ChiliAddiction	CA
14144817	Ladycates	CA	566019038	ClaytonKersh22	
14144817	Ladycates	CA	36285406	ellenkershaw	
14144817	Ladycates	CA	205348909	billplunkettocr	
14144817	Ladycates	CA	1023222830	KevinKennedyMLB	
14144817	Ladycates	CA	989826266	BurbankLL16	CA
14144817	Ladycates	CA	1250033370	YenterLindsay	
14144817	Ladycates	CA	1110684349	nursybarbi05	CA
14144817	Ladycates	CA	202495093	ChelseaHouska	CA
14144817	Ladycates	CA	21148293	kathygriffin	CA
14144817	Ladycates	CA	7025662		DrPhil	
14144817	Ladycates	CA	216299334	piersmorgan	CA 
14144817	Ladycates	CA	83590349	bencnn	Earth
14144817	Ladycates	CA	556041332	prairiedog18	CA
25375098	BurbankLeader	CA	18786263	burbankonparade	
25375098	BurbankLeader	CA	466121422	JoyceRudolph	
25375098	BurbankLeader	CA	887495323	NatRWheeler	
25375098	BurbankLeader	CA	1195479883	TCNArts	
25375098	BurbankLeader	CA	479956242	RyFons		CA 
25375098	BurbankLeader	CA	151295556	jeremiahdobruck	CA
25375098	BurbankLeader	CA	188018559	acocarpio	CA
25375098	BurbankLeader	CA	342711933	MichaelMillerHB	CA
25375098	BurbankLeader	CA	551326408	BradleyZint	CA
25375098	BurbankLeader	CA	598060279	ALopezCityEd	
25375098	BurbankLeader	CA	1132905925	AldertonBryce	
25375098	BurbankLeader	CA	1727077808	HannahFryTCN	CA 
25375098	BurbankLeader	CA	2614288879	KathleenLuppi	
25375098	BurbankLeader	CA	737884945	photorog1	
25375098	BurbankLeader	CA	308751479	LACo_FD		CA
25375098	BurbankLeader	CA	115705583	LAPDHQ		CA
25375098	BurbankLeader	CA	46470122	LASDHQ	 	CA
25375098	BurbankLeader	CA	9648652		myfoxla		CA
25375098	BurbankLeader	CA	202418142	TheBrianPark	CA
25375098	BurbankLeader	CA	18784453	CaltransDist7	 
25375098	BurbankLeader	CA	950239297	BurbankVotes	CA
25375098	BurbankLeader	CA	1483648951	EmpireLanding	CA
25375098	BurbankLeader	CA	364394824	BurbankPhil	CA
25375098	BurbankLeader	CA	2372228268	BurbankRecycle	CA
25375098	BurbankLeader	CA	120355121	BurbankLodge406	CA
25375098	BurbankLeader	CA	44935248	BurbankYMCA	CA
25375098	BurbankLeader	CA	94242227	BurbankRotary	CA
25375098	BurbankLeader	CA	1924259203	BurbankMother	CA
25375098	BurbankLeader	CA	108647805	BurbankTownCtr	CA
25375098	BurbankLeader	CA	39541804	StFinbarChurch	CA 
25375098	BurbankLeader	CA	45749147	LAnews360	CA
25375098	BurbankLeader	CA	2660060114	BikeBurbank	CA
25375098	BurbankLeader	CA	72126219	madeinburbank	CA
25375098	BurbankLeader	CA	840086840	brosefloat	CA
25375098	BurbankLeader	CA	2575166521	LANewsCentral	CA
25375098	BurbankLeader	CA	221211081	BurbankBike	CA
25375098	BurbankLeader	CA	297758192	MarriottBurbank	CA
25375098	BurbankLeader	CA	989826266	BurbankLL16	CA
25375098	BurbankLeader	CA	202334240	Burbank_Tennis	CA 
25375098	BurbankLeader	CA	426967004	MsBurbank	
25375098	BurbankLeader	CA	2439010140	BurbankComFest	
25375098	BurbankLeader	CA	203220633	MagParkBurbank	CA
25375098	BurbankLeader	CA	2515150081	Burbankbulldog	Ca
25375098	BurbankLeader	CA	124503275	PHS_Burbank	CA
25375098	BurbankLeader	CA	1623533360	FilmFestBurbank	CA
25375098	BurbankLeader	CA	2492614950	BurbankPOA	CA
25375098	BurbankLeader	CA	123686983	BurbankAYSO	CA
25375098	BurbankLeader	CA	347925183	BurbankKiwanis	CA
25375098	BurbankLeader	CA	1554462668	VisitBurbankUSA	CA
25375098	BurbankLeader	CA	300636269	BurbankTourism	CA 
25375098	BurbankLeader	CA	14967143	chadgarland	
25375098	BurbankLeader	CA	51345866	Carolyn_Cole	NY
25375098	BurbankLeader	CA	16960002	dailybruin	
25375098	BurbankLeader	CA	61009451	peard33		CA
25375098	BurbankLeader	CA	28164096	rachaelray	NY
25375098	BurbankLeader	CA	15263981	LilEdit	
25375098	BurbankLeader	CA	22794790	calottery	CA
25375098	BurbankLeader	CA	1607291378	RonaldsevillaB	CA
25375098	BurbankLeader	CA	2359926157	CIA		VA
25375098	BurbankLeader	CA	14801058	dabendschein	
25375098	BurbankLeader	CA	12750422	schwanksta	
25375098	BurbankLeader	CA	145788734	csaillant2	
25375098	BurbankLeader	CA	314082472	AliciaDotBanks	CA
25375098	BurbankLeader	CA	38078047	LAWeeklyMusic	
25375098	BurbankLeader	CA	24478052	dangobeats	
25375098	BurbankLeader	CA	16126572	hollywoodfringe	CA
25375098	BurbankLeader	CA	36607569	DanielleSadd	
25375098	BurbankLeader	CA	18394497	LauraStegman	
25375098	BurbankLeader	CA	48456663	GuyMcCarthy	CA
25375098	BurbankLeader	CA	43174516	CamilleGoldberg	CA
25375098	BurbankLeader	CA	14261961	GerrickKennedy	
25375098	BurbankLeader	CA	21374976	LorraineAli	
25375098	BurbankLeader	CA	992789466	petosagan	
25375098	BurbankLeader	CA	11175592	AmgenTOC	
25375098	BurbankLeader	CA	1007722262	RMahbubani	
25375098	BurbankLeader	CA	251784709	RickCarusoLA	CA
25375098	BurbankLeader	CA	971235416	CHPHQ	
25375098	BurbankLeader	CA	21807663	LACountyRRCC	 
25375098	BurbankLeader	CA	2363147946	ArinMikailian	CA
25375098	BurbankLeader	CA	250468666	LASPD	
25375098	BurbankLeader	CA	613802350	LosFelizLedger	
25375098	BurbankLeader	CA	2282950538	ArtsRise	
25375098	BurbankLeader	CA	616254595	ArtShare_LA	CA
25375098	BurbankLeader	CA	2349160002	SaraCardine	CA
25375098	BurbankLeader	CA	16460641	GeoAndy	CA
25375098	BurbankLeader	CA	1442977914	MattySandz	CA
25375098	BurbankLeader	CA	76614813	burbankraptors	CA
25375098	BurbankLeader	CA	324521745	melisanews	
25375098	BurbankLeader	CA	2267195648	qmccray1	OH
25375098	BurbankLeader	CA	204447314	PatrickNBCLA	
25375098	BurbankLeader	CA	34139306	DevineNews	CA
25375098	BurbankLeader	CA	47943706	FrankBuckleyTV	
25375098	BurbankLeader	CA	125501124	pbcbstudios	CA
25375098	BurbankLeader	CA	2324329423	KaeCor	CA
25375098	BurbankLeader	CA	69139435	AnnieGilbertson	CA
25375098	BurbankLeader	CA	18742360	TheWrap	CA
25375098	BurbankLeader	CA	551285226	LinkNHops	CA
25375098	BurbankLeader	CA	14652452	mayhemstudios	
25375098	BurbankLeader	CA	45917174	brentellesmith	CA
25375098	BurbankLeader	CA	24602525	aaronpita	 
25375098	BurbankLeader	CA	45735211	str8ace211	
25375098	BurbankLeader	CA	84591916	sarahfavot	CA
25375098	BurbankLeader	CA	509391633	MontroseBowl	CA
25375098	BurbankLeader	CA	2255394775	TraegerTim	
25375098	BurbankLeader	CA	283173178	RacersEdgeCa	CA
25375098	BurbankLeader	CA	10045182	darthsauce	
25375098	BurbankLeader	CA	360196818	ArroyoSecoFound	CA
25375098	BurbankLeader	CA	209681820	ShorealoneFilms	CA
25375098	BurbankLeader	CA	27786628	bryanchanphoto	
25375098	BurbankLeader	CA	19087496	the818	
25375098	BurbankLeader	CA	1509389371	SandyBanksLAT	
25375098	BurbankLeader	CA	77068400	SweetSaltFood	CA
25375098	BurbankLeader	CA	531599133	SameeaKamal	CA
25375098	BurbankLeader	CA	2198258246	ringbcartoons	
25375098	BurbankLeader	CA	545401179	ChiefVillegas	
25375098	BurbankLeader	CA	1457461825	twirlerrific	CA
25375098	BurbankLeader	CA	132533271	echosmith	CA
25375098	BurbankLeader	CA	175425687	calymca		CA
25375098	BurbankLeader	CA	35219914	collinevans	DC
25375098	BurbankLeader	CA	288124052	BearsGlendale	CA
25375098	BurbankLeader	CA	349213283	hhstornados	CA
25375098	BurbankLeader	CA	1671561595	MelMelconPhoto	
25375098	BurbankLeader	CA	1268512064	GamehausCafe	CA
25375098	BurbankLeader	CA	50914327	acrostical	
25375098	BurbankLeader	CA	1680091		quartzcity	CA
25375098	BurbankLeader	CA	731231340	GottliebJeff	CA
25375098	BurbankLeader	CA	115173296	TrysteroCoffee	CA
25375098	BurbankLeader	CA	23977394	bettyhallock	
25375098	BurbankLeader	CA	12511062	letlifehappen	
25375098	BurbankLeader	CA	836568895	Bikes4Orphans	CA
25375098	BurbankLeader	CA	402242041	SFHSLaCanadaCA	CA
25375098	BurbankLeader	CA	23468186	nancydtei	CA
25375098	BurbankLeader	CA	1262519695	LAPDCGHD	
25375098	BurbankLeader	CA	16600574	bouska		CA
25375098	BurbankLeader	CA	1963390086	LCFloat		CA
25375098	BurbankLeader	CA	207825635	BurbankArts4All	CA
25375098	BurbankLeader	CA	822077070	LCHSAthletics	
25375098	BurbankLeader	CA	1966176703	cvsportsnews	
25375098	BurbankLeader	CA	91186036	UltimateFighter	
25375098	BurbankLeader	CA	1031157822	sevaksilverback	
25375098	BurbankLeader	CA	949593240	MuscleShoalsMov	
25375098	BurbankLeader	CA	364128302	lacanadasports	CA
25375098	BurbankLeader	CA	1273237111	Laurie_Ochoa	
25375098	BurbankLeader	CA	61281816	swsandell	
25375098	BurbankLeader	CA	576650437	latimespast	CA
25375098	BurbankLeader	CA	259948061	TWDCjobs	CA
25375098	BurbankLeader	CA	72433559	johnNBCLA	CA
25375098	BurbankLeader	CA	253083234	tugirouxx	
25375098	BurbankLeader	CA	435175078	newton_jim	
25375098	BurbankLeader	CA	325001316	KenDilanianAP	DC
25375098	BurbankLeader	CA	23503181	AsteroidWatch	CA
25375098	BurbankLeader	CA	30303851	Appsmakerstore_	
25375098	BurbankLeader	CA	23006082	ChildrensLA	CA
25375098	BurbankLeader	CA	18206806	worldofcrap	CA
25375098	BurbankLeader	CA	67819221	thejgold	
25375098	BurbankLeader	CA	220485783	OfframpGallery	CA
25375098	BurbankLeader	CA	121665027	SardosBar	CA
25375098	BurbankLeader	CA	6826692		AliceBag	
25375098	BurbankLeader	CA	24778851	TheAutry	
25375098	BurbankLeader	CA	500012905	JasmineElist	
25375098	BurbankLeader	CA	513656051	Sky5Tim		CA
25375098	BurbankLeader	CA	17396590	BostonCourt	CA
25375098	BurbankLeader	CA	16394640	sewella		CA
25375098	BurbankLeader	CA	887791940	k8ertotz	CA
25375098	BurbankLeader	CA	89792919	HuffPostLA	
25375098	BurbankLeader	CA	23011345	LAGalaxy	CA
25375098	BurbankLeader	CA	1671362244	Falcon_Theatre	CA
25375098	BurbankLeader	CA	69361450	CIFSS	
25375098	BurbankLeader	CA	25601292	umamiburger	
25375098	BurbankLeader	CA	299893453	BurbankCA	CA
25375098	BurbankLeader	CA	15162193	Nordstrom	WA
25375098	BurbankLeader	CA	221895551	jamiewetherbe	
25375098	BurbankLeader	CA	22093833	LATgreatreads	
25375098	BurbankLeader	CA	17027073	SportChalet	
25375098	BurbankLeader	CA	1020058453	BuzzFeedNews	
25375098	BurbankLeader	CA	35778582	FilmLA	CA
25375098	BurbankLeader	CA	22821175	IMAX	
25375098	BurbankLeader	CA	26106309	latams		DC
25375098	BurbankLeader	CA	29573606	TedTrent	 
25375098	BurbankLeader	CA	30617395	DTLAtoday	
25375098	BurbankLeader	CA	111511376	bensaki	Pasadena
25375098	BurbankLeader	CA	122609423	JessicaHamlinB	CA
25375098	BurbankLeader	CA	20641995	MarioLopezExtra	CA
25375098	BurbankLeader	CA	371963148	darinharvey	
25375098	BurbankLeader	CA	1671864619	KatherineYamada	CA
25375098	BurbankLeader	CA	1661136721	BrianFCrosby	
25375098	BurbankLeader	CA	334062806	SquaredOut	
25375098	BurbankLeader	CA	70697241	MuseumofNeonArt	CA
25375098	BurbankLeader	CA	46966900	hiddenla	
25375098	BurbankLeader	CA	16510540	eaterla		CA
25375098	BurbankLeader	CA	44705716	USGSted		CO
25375098	BurbankLeader	CA	20552066	IWillRide	
25375098	BurbankLeader	CA	1428400668	coughlin_LA	
25375098	BurbankLeader	CA	87827548	GlendaleCAChmbr	CA
25375098	BurbankLeader	CA	805174892	GlendaleCAFire	CA
25375098	BurbankLeader	CA	43591855	Saints_Baseball	CA
25375098	BurbankLeader	CA	66544351	MieshaTate	
25375098	BurbankLeader	CA	17544524	ToddRokita	IN
25375098	BurbankLeader	CA	30354991	KamalaHarris	CA
25375098	BurbankLeader	CA	46740532	nickelodeoncast	NY
25375098	BurbankLeader	CA	204825315	MundonickLA	
25375098	BurbankLeader	CA	58309829	NickelodeonTV	
25375098	BurbankLeader	CA	606625312	Angeles_NF	CA
25375098	BurbankLeader	CA	545524836	LAPDOVB		CA
25375098	BurbankLeader	CA	29467516	Cal_OES		CA
25375098	BurbankLeader	CA	22666255	laraazar1	
25375098	BurbankLeader	CA	385535253	CHP_HQ		CA
25375098	BurbankLeader	CA	22467386	ozomatli	CA
25375098	BurbankLeader	CA	1542767436	GoogleNewsTeam	CA
25375098	BurbankLeader	CA	1561483825	ScotchVala	
25375098	BurbankLeader	CA	73708365	newsterrier	CA
25375098	BurbankLeader	CA	304807430	BurbankDems	
25375098	BurbankLeader	CA	21630311	KateAurthur	
25375098	BurbankLeader	CA	155572186	jackdolanLAT	
25375098	BurbankLeader	CA	612021842	TeresaWatanabe	
25375098	BurbankLeader	CA	266085613	latimescafe	CA
25375098	BurbankLeader	CA	16408759	flySFO		CA
25375098	BurbankLeader	CA	60397177	KristenLepore	
25375098	BurbankLeader	CA	1511282612	Ta		NY 
25375098	BurbankLeader	CA	23899230	JacqueRobinson	CA
25375098	BurbankLeader	CA	255571625	DavanMaharaj	
25375098	BurbankLeader	CA	607856488	villaraigosa	CA
25375098	BurbankLeader	CA	22407421	paulkatami	CA
25375098	BurbankLeader	CA	169253069	YogaBlend	CA
25375098	BurbankLeader	CA	82824999	JohnCanalis	
25375098	BurbankLeader	CA	15919765	la_nicola	CA 
25375098	BurbankLeader	CA	403676245	latpix	 
25375098	BurbankLeader	CA	1395857510	rudolphjoyce10	CA
25375098	BurbankLeader	CA	14615871	EPA	
25375098	BurbankLeader	CA	87795011	GAMChealth	CA
25375098	BurbankLeader	CA	1465844287	PasadenaFD	CA
25375098	BurbankLeader	CA	24451035	MeGoodWriter	MT
25375098	BurbankLeader	CA	24596887	haileybranson	
25375098	BurbankLeader	CA	107184104	rverrier	
25375098	BurbankLeader	CA	61293362	RFaughnder	CA
25375098	BurbankLeader	CA	510586613	SurfAir		CA
25375098	BurbankLeader	CA	16538210	laura_nelson	
25375098	BurbankLeader	CA	1020499860	litpas		CA
25375098	BurbankLeader	CA	1507251889	GeBraxton	
25375098	BurbankLeader	CA	16135536	discoverLA	
25375098	BurbankLeader	CA	238843647	SLeasca	
25375098	BurbankLeader	CA	196279268	DanielNMiller	
25375098	BurbankLeader	CA	222218135	emfoxhall	TX 
25375098	BurbankLeader	CA	111517935	ThatRebecca	
25375098	BurbankLeader	CA	44480630	Sam_Schaefer	NY
25375098	BurbankLeader	CA	2267241		passantino	
25375098	BurbankLeader	CA	620246462	KatherineTulich	
25375098	BurbankLeader	CA	225226797	tiffhsulatimes	NY
25375098	BurbankLeader	CA	356001513	JillCowan	
25375098	BurbankLeader	CA	143183433	MMPasadena	CA
25375098	BurbankLeader	CA	28249063	LynneHeffley	 
25375098	BurbankLeader	CA	18301985	anitabrenner	CA
25375098	BurbankLeader	CA	107504277	LATimesEvents	CA
25375098	BurbankLeader	CA	1375084045	BurbankYMCA_CA	CA
25375098	BurbankLeader	CA	374035582	SGVPride	CA
25375098	BurbankLeader	CA	545473614	LAPDFoothill	
25375098	BurbankLeader	CA	599632006	NWSLosAngeles	CA
25375098	BurbankLeader	CA	3947371	biermann	
25375098	BurbankLeader	CA	354589296	burbankmom	CA
25375098	BurbankLeader	CA	16458756	LATHotProperty	CA
25375098	BurbankLeader	CA	40054239	HomeboyInd	CA
25375098	BurbankLeader	CA	222905007	GlendaleArtsCA	CA
25375098	BurbankLeader	CA	21590299	geholland	 
25375098	BurbankLeader	CA	61114114	latimeshouston	
25375098	BurbankLeader	CA	16163818	RMGNews		CA
25375098	BurbankLeader	CA	58539459	ahughan		CA
25375098	BurbankLeader	CA	25235198	GigiGraciette	CA
25375098	BurbankLeader	CA	14780915	RollingStone	NY
25375098	BurbankLeader	CA	369143034	JosephSerna	
25375098	BurbankLeader	CA	844380578	CVLASD		CA
25375098	BurbankLeader	CA	180014457	YerevanReport	
25375098	BurbankLeader	CA	214110749	echoparkpatch	
25375098	BurbankLeader	CA	72491966	jackhammer135	CA 
25375098	BurbankLeader	CA	1158647886	cherylaguerrero	CA
25375098	BurbankLeader	CA	15650252	LianaAgh	
25375098	BurbankLeader	CA	19829856	katemather	
25375098	BurbankLeader	CA	206125458	SteveAppleford	
25375098	BurbankLeader	CA	17918860	LATdatadesk	CA
25375098	BurbankLeader	CA	59378077	CHPsouthern	 
25375098	BurbankLeader	CA	14739442	jtcorrigan	
25375098	BurbankLeader	CA	243953577	818NewGuy	CA
25375098	BurbankLeader	CA	589430663	GlendaleSports	CA
25375098	BurbankLeader	CA	16230098	MetrolinkANT	
25375098	BurbankLeader	CA	15681098	Metrolink	CA
25375098	BurbankLeader	CA	237016866	Colo		CA
25375098	BurbankLeader	CA	246552744	ByMeganONeil	DC
25375098	BurbankLeader	CA	193771633	CountyofLA	CA 
25375098	BurbankLeader	CA	297678630	LibraryBurbank	CA
25375098	BurbankLeader	CA	266921522	DowntownBUR	CA
25375098	BurbankLeader	CA	20953901	latimesquakes	CA
25375098	BurbankLeader	CA	19439718	raulroa		CA
25375098	BurbankLeader	CA	29501253	RepAdamSchiff	CA
25375098	BurbankLeader	CA	21286406	tiffmkelly	CA
25375098	BurbankLeader	CA	385544032	LAMarkKellam	CA
25375098	BurbankLeader	CA	388592315	JournalismPics	CA
25375098	BurbankLeader	CA	65188405	JoePiasecki	CA
25375098	BurbankLeader	CA	412503094	CarolCormaci	CA
25375098	BurbankLeader	CA	611356125	kellymcorrigan	
25375098	BurbankLeader	CA	26102955	atchek	
25375098	BurbankLeader	CA	283826229	pamadden	NY
25375098	BurbankLeader	CA	1058708239	jefftsports	CA
25375098	BurbankLeader	CA	1041129380	TCNCharlesRich	CA
25375098	BurbankLeader	CA	595011544	CBUShortall	CA
25375098	BurbankLeader	CA	1012418210	TCNGrantGordon	
25375098	BurbankLeader	CA	1029966896	campadresports	CA
25375098	BurbankLeader	CA	271125874	hippitypix	CA
25375098	BurbankLeader	CA	43458175	mikegatto	
25375098	BurbankLeader	CA	17452154	daveantho	NY	
25375098	BurbankLeader	CA	62936417	SFVBJ		CA
25375098	BurbankLeader	CA	389155497	VeronicaRochaLA	
14330504	kimmoffat		45639285	jenlawlessWPI	DC
14330504	kimmoffat		3078004621	MrJoshCooke	
14330504	kimmoffat		16906137	pourmecoffee	
14330504	kimmoffat		3265372914	TigNotaro	
14330504	kimmoffat		2294930731	jjbrooks319	
14330504	kimmoffat		123015364	AllisonBJanney	
14330504	kimmoffat		55117855	amyschumer	NY
14330504	kimmoffat		855785161	HubbaDubbDubbs	
14330504	kimmoffat		61031027	MissLeslieG	
14330504	kimmoffat		7145052		ingsocbloc	TX
14330504	kimmoffat		156335898	kari_jordan10	UT
14330504	kimmoffat		2505726956	bringtheawkward	
14330504	kimmoffat		19724979	bethmaurer	CA
14330504	kimmoffat		2817971244	Smarovich1	
14330504	kimmoffat		1592687594	keifer77	
14330504	kimmoffat		1922199206	leilargerstein	
14330504	kimmoffat		240402076	john		CA
14330504	kimmoffat		179228880	WingerJeff	CO
14330504	kimmoffat		45766461	staceys47	
14330504	kimmoffat		780104972	XplodingUnicorn	
14330504	kimmoffat		242484239	celiadmorgan	TX
14330504	kimmoffat		733609076	alinadebellis	
14330504	kimmoffat		1583692597	NerdSelects	CA
14330504	kimmoffat		2803308529	PiperGillin	
14330504	kimmoffat		209420522	24Stevens	
14330504	kimmoffat		24919972	mperegrym	
14330504	kimmoffat		876219102	andmichaelgreen	
14330504	kimmoffat		2590131312	SieraJones1	
14330504	kimmoffat		502442856	ConstanceZimmer	
14330504	kimmoffat		74669397	billyeichner	
14330504	kimmoffat		1342229258	SNLJeopardy	
14330504	kimmoffat		71597660	SNLUpdate	NY
14330504	kimmoffat		72423061	mulaney		NY 
14330504	kimmoffat		15147397	birbigs	
14330504	kimmoffat		227347152	TVLine		NY  
14330504	kimmoffat		2480709962	BradleyBear2000	
14330504	kimmoffat		38593200	KiwiLovesYou	
14330504	kimmoffat		255747911	EllenPage	CA
14330504	kimmoffat		113439399	smrtgrls	
14330504	kimmoffat		31312972	mradamscott	
14330504	kimmoffat		39364684	chrissyteigen	
14330504	kimmoffat		41058324	LafeJordan	CA
14330504	kimmoffat		322786017	ScottPorter	
14330504	kimmoffat		515034648	theskimm	
14330504	kimmoffat		14803301	LevyOnTV	CA
14330504	kimmoffat		2384433792	JHendricksMusic	CA 
14330504	kimmoffat		245237505	Liliana		NY
14330504	kimmoffat		2360574168	SlatesForSarah	CA
14330504	kimmoffat		18653078	timothycsimons	CA
14330504	kimmoffat		432901621	lizr555	
14330504	kimmoffat		63818558	DaveProps	CA
14330504	kimmoffat		2238345151	MichelleWrkman	NC
14330504	kimmoffat		22322730	leticiavdp	CA
14330504	kimmoffat		494583213	SandraFluke	CA
14330504	kimmoffat		39967187	philphriday	CA
14330504	kimmoffat		130496027	jonfavs	CA
14330504	kimmoffat		245223987	hellokiki3	
14330504	kimmoffat		276308625	MandiRaye	CA
14330504	kimmoffat		1482932185	EnlistedWriters	
14330504	kimmoffat		332721226	BirdySoderdy	CA
14330504	kimmoffat		34097876	LaurenConrad	CA
14330504	kimmoffat		63262233	emilyslist	DC
14330504	kimmoffat		1396671		fredgraver	NY
14330504	kimmoffat		805040311	nbteacherdad	
37749828	bryanmward	CA	2528464069	thomasbell485	
37749828	bryanmward	CA	268628487	cjmechoso	CA
37749828	bryanmward	CA	14825503	RhettReese	
37749828	bryanmward	CA	61035840	ImManaal	
37749828	bryanmward	CA	577473146	HardyHarHar87	CA
37749828	bryanmward	CA	43522180	Courtney	
37749828	bryanmward	CA	23544268	OfficialKat	
37749828	bryanmward	CA	148838434	fairuza	
37749828	bryanmward	CA	287413569	RonPaul	Clute	TX
37749828	bryanmward	CA	2218177956	GovJVentura	
37749828	bryanmward	CA	2517117270	HiddenCash	CA
37749828	bryanmward	CA	57097104	McConaughey	
37749828	bryanmward	CA	1198406491	RWitherspoon	
37749828	bryanmward	CA	1588486417	DrewBarrymore	
37749828	bryanmward	CA	47786101	RobertDowneyJr	
37749828	bryanmward	CA	2233154425	StephenKing	
37749828	bryanmward	CA	376231288	moviepilotnews	
37749828	bryanmward	CA	95711070	Freecomicbook	
37749828	bryanmward	CA	2176998871	CameronDiaz	
37749828	bryanmward	CA	27711339	JaredLeto	
37749828	bryanmward	CA	618300542	SusanSarandon	NY
37749828	bryanmward	CA	23553343	NeoAnomaly6	
37749828	bryanmward	CA	20273211	Antho	
37749828	bryanmward	CA	275215221	David_Boreanaz	
37749828	bryanmward	CA	196013643	AllCharisma	
37749828	bryanmward	CA	1924364738	SarahMGellar	
37749828	bryanmward	CA	255593228	mmajdt		TX
37749828	bryanmward	CA	16573941	netflix		CA
37749828	bryanmward	CA	581289301	UVVU	
37749828	bryanmward	CA	21940170	barneysbeanery	CA
37749828	bryanmward	CA	19731770	MichaelKeaton	
37749828	bryanmward	CA	31196202	RegalMovies	
37749828	bryanmward	CA	337405519	RichardDreyfuss	
37749828	bryanmward	CA	27988038	therealadamwest	CA 
37749828	bryanmward	CA	28208983	gwenstefani	
37749828	bryanmward	CA	262359713	heidiklum	
37749828	bryanmward	CA	20065936	mental_floss	
37749828	bryanmward	CA	314662792	BWWings	
37749828	bryanmward	CA	16618332	henryrollins	CA 
37749828	bryanmward	CA	89554463	abouthappyhour	CA 
37749828	bryanmward	CA	1339835893	HillaryClinton	NY
37749828	bryanmward	CA	50205873	ERIKAjaneC	CA
37749828	bryanmward	CA	121626258	RobLowe	
37749828	bryanmward	CA	7517222	WWE	Stamford	CT
37749828	bryanmward	CA	351834114	PhansOfPhoenix	WA
37749828	bryanmward	CA	22018488	40AcresBrooklyn	NY
37749828	bryanmward	CA	308625424	Purple_Reign_	WA
37749828	bryanmward	CA	241745370	ThePhoenixJones	WA
37749828	bryanmward	CA	105001809	TatyanaAli	CA
14816956	BLNT		CA	42744294	AndrewWK	
14816956	BLNT		CA	50087140	Britta		NY	
14816956	BLNT		CA	96997907	Charalanahzard	
14816956	BLNT		CA	2597139992	zombiemommy77	
14816956	BLNT		CA	463418061	CkRai	
14816956	BLNT		CA	398068313	HeadInjuries	CO
14816956	BLNT		CA	14222486	mikeherreraTD	
14816956	BLNT		CA	20813338	TheDollyrots	CA
14816956	BLNT		CA	16452939	TheSwellers	
14816956	BLNT		CA	27057753	DyingScene	
16941814	greatestoceans	CA	310463188	RondaRousey	CA
16941814	greatestoceans	CA	612299173	TheDEADicated	
16941814	greatestoceans	CA	2382926011	LA_KingsFans	CA
16941814	greatestoceans	CA	131482972	liamcunningham1	
16941814	greatestoceans	CA	35369214	lovegwendoline	
