74585956	6191219088	ya fair and 59 f at fullerton municipal, ca winds are calm the pressure is 10146 mb and the humidity is 46				yorba linda, california
7822352	5489475002	cue news cue to host fall conference in napa valley in 2010 	20091106 152908				yorba linda, ca
7822352	5489472112	new post a turkey song 	20091106 152900				yorba linda, ca
7822352	5487299090	rt @cueinc cue announces return of fall conference in napa valley one year from today  	20091106 135321				yorba linda, ca
7822352	5468045739	ok  based on a recommendation  im heading to hamburger patties on j street feel free to join me	20091105 203730				yorba linda, ca
7822352	5466693469	looking for any twitter friends in sacramento for spontaneous tweet up dinner tonightdm me	20091105 194146				yorba linda, ca
7822352	5466088683	just wrapped up focus group for ca library standards  any additional thoughts or suggestions, email librarystandards@cdecagov	20091105 191650				yorba linda, ca
7822352	5465241726	at calif dept of ed focus group with librarians providing comment on draft library standards   comments	20091105 184143				yorba linda, ca
7822352	5451240744	blogging good, better, blue to sac 	20091105 090325				yorba linda, ca
7822352	5428317876	still room left in google workshop for administrators in orange county sign up today  	20091104 133817				yorba linda, ca
7822352	5425786601	checking out what works online conference hosted by cta  free reg for any cue members  dm me if interested	20091104 114612				yorba linda, ca
7822352	5410423081	@podpirate love it when where	20091103 210641				yorba linda, ca
7822352	5403659962	cue news ca races to the top  cue at the starting line 	20091103 163110				yorba linda, ca
7822352	5398013911	@ocpeter got one, thanks	20091103 122828				yorba linda, ca
7822352	5397596725	at ca race to the top regional meeting  interesting plans	20091103 121035				yorba linda, ca
7822352	5366892004	cue news cue awards applications now being accepted 	20091102 103723				yorba linda, ca
7822352	5356205105	playing around with twitters new list feature pretty cool, but i already know im going to need a bulk add feature for this to be useful	20091101 225600				yorba linda, ca
7822352	5320248059	blogging tech  treat at gold coast cue 	20091031 140256				yorba linda, ca
7822352	5278840618	@mhammons nice pic it was good seeing you tonight i hope it was a productive meeting	20091029 225127				yorba linda, ca
7822352	5260473597	got my cue10 conference registration brochure in the mail	20091029 095454				yorba linda, ca
7822352	5260105504	back home and energized from brkthrulearning event	20091029 093922				yorba linda, ca
7822352	5242425909	looks like a rogue dm was sent out to my twitter followers  please delete without clicking  accept my apologies	20091028 172728				yorba linda, ca
7822352	5241378071	john merrow  i dont think schools realize how threatened they are brkthrulearning	20091028 164412				yorba linda, ca
7822352	5241240611	questions posed to panel by @fitzwalsh and @bbray were just asked great questions, both	20091028 163829				yorba linda, ca
7822352	5241233469	blogging high tech head 	20091028 163811				yorba linda, ca
7822352	5239457392	sergey brin advocates passionbased learning and living  via @markwagner brkthrulearning	20091028 152114				yorba linda, ca
7822352	5237564061	just showed studentproduced video on subtracting polynomials  awesome  brkthrulearning	20091028 135606				yorba linda, ca
7822352	5237090488	jason levy and katie salen sharing on the ground examples of turning around and starting schools from scratch brkthrulearning	20091028 133432				yorba linda, ca
7822352	5236069354	discussion now on literacy how should we prioritize digitalmedia literacy vs trad literacy not sure why  they insist on distinction	20091028 124808				yorba linda, ca
7822352	5235820375	challenges the atlantic headline is google making us stoopid	20091028 123712				yorba linda, ca
7822352	5235803525	marissa mayer  dan russell from google on stage  having the worlds information at fingers sic allows for more critical thinking	20091028 123627				yorba linda, ca
7822352	5235756312	sharing laptop power with steph olsen from cnet  @markwagner	20091028 123424				yorba linda, ca
7822352	5235261613	nichole pinkard up to discuss you media effort in chicago brkthrulearning	20091028 121255				yorba linda, ca
7822352	5235160042	lisa guernsey, director, early education initiative, new america foundation takes stage brkthrulearning	20091028 120830				yorba linda, ca
7822352	5235014893	rt @jodylo rt @mcleod forecast 105 million prek12 students will attend classes online by 2014 	20091028 120221				yorba linda, ca
7822352	5234932382	hastings invokes this too shall pass educator reaction as a reason to be wary of crisis motivations, ito reframes as opportunity	20091028 115900				yorba linda, ca
7822352	5234881151	@markwagner pulled clutch maneuver in finding one of only two power outlets in the room as we walked inadd my tool  	20091028 115648				yorba linda, ca
7822352	5234717623	realized i posted yesterdays live video link for brkthrulearning  heres the correct one 	20091028 114953				yorba linda, ca
7822352	5234535895	reed hastings, ceo of netflix on stage, and the event takes a turn towards cynicism 	20091028 114210				yorba linda, ca
7822352	5234295387	jim steyer, ceo and founder, commonsense media takes stage  issuing an intense challenge to the audience to revolutionize the classroom	20091028 113205				yorba linda, ca
7822352	5233995217	rt @elemenous research  cellphone  pbs kids raising readers  brkthrulearning	20091028 111929				yorba linda, ca
46415654	3542412298	ordering background checks made easy our new online ordering system uses the most innovative web technology 	20090825 160302				yorba linda, ca
46415654	3538339932	simplicity meets flexibility in liberty alliance’s revolutionary new ordering process dm us for more information 	20090825 120120				yorba linda, ca
46415654	3520139965	looking for a new job if you want to go into your interviewer absolutely prepared, why not run a background check 	20090824 160204				yorba linda, ca
46415654	3516546424	not sure whats on your record want to run a quick and cheap background check on yourself click on this link to do it 	20090824 123035				yorba linda, ca
46415654	3458430506	do you run background checks if not, you could be putting yourself and your company at risk dm us for more information 	20090821 161103				yorba linda, ca
46415654	3453441572	followfriday @bandcon @daveberkus @dmanzoori @cornerstoneinc @kimproctor @decisiontoolbox @olitho22  ceo @chrisdyer7 	20090821 115722				yorba linda, ca
46415654	3435933183	according to the society for human resource management , 50  of all resumes and applications contain fabrications 	20090820 163321				yorba linda, ca
46415654	3431561225	please be advised due to the financial crisis in ca, all ca courts will be closed the 3rd wed of each month from june 2009 to june 2010	20090820 124034				yorba linda, ca
46415654	3229647558	nurse of the year, not even a nurse  dm liberty alliance for more info on our background check services  	20090810 133205				yorba linda, ca
46415654	2891464736	we would love to help you with your dot and nondot drug testsdm us for more information and pricing	20090728 102525				yorba linda, ca
46415654	2878718505	do you background check your contractors we can help, and allow them to pay for it dm us for more information	20090727 172504				yorba linda, ca
46415654	2877736193	what type of searches do you run for tenants	20090727 162422				yorba linda, ca
46415654	2876736071	what type of searches do you run in your background check	20090727 152411				yorba linda, ca
46415654	2802003378	happy thursday twitterland  dm us with any questions regarding background checks, drug testing, etc	20090723 123409				yorba linda, ca
46415654	2746439666	background checks, drug testing, i9 verifications and moreit is all here 	20090720 170511				yorba linda, ca
46415654	2745473596	who knew drug testing could be this easy 	20090720 160408				yorba linda, ca
46415654	2743574832	i9 verifications made easy 	20090720 140440				yorba linda, ca
46415654	2742591905	liberty alliance receives award for its customer service from open ratings, a dunn and bradstreet company 	20090720 130236				yorba linda, ca
46415654	2741582011	learn how liberty alliance can help your company 	20090720 115904				yorba linda, ca
46415654	2661076332	need help with i9 verifications  dm us for more information	20090715 194650				yorba linda, ca
46415654	2420920994	@chrisdyer7 ceo of liberty alliance is speaking to the painters contractor guild of orange county today about background checks	20090701 095108				yorba linda, ca
46415654	2410834233	thanks to everyone that stopped by our booth at shrm  especially everyone in tweetland  have a safe trip home, and a great 4th of july	20090630 173058				yorba linda, ca
46415654	2407101375	1 hour to godont miss your chance to visit booth 1237	20090630 130230				yorba linda, ca
46415654	2406131210	dont forget to stop by our booth at shrm today, booth 1237   you could win an ipod touch, improve your background checks, drug testing	20090630 115348				yorba linda, ca
46415654	2394824641	@theredrecruiter where is the press room	20090629 175301				yorba linda, ca
46415654	2392597990	lots of traffic at the liberty alliance booth today at shrm   come by and hi, booth 1237  	20090629 150846				yorba linda, ca
46415654	2390659316	stop by booth 1237 for your chance to win and ipod touch	20090629 124838				yorba linda, ca
46415654	2389335102	stop by out booth at shrm, 1237, and see the newest system to run your background checks, drug screening and i9 verifications	20090629 111136				yorba linda, ca
46415654	2382505443	attending shrm   come by and meet erick or rick booth 1237 and see our all new client module  its the best in the industry	20090628 224149				yorba linda, ca
46415654	2321929466	liberty alliance is gearing up to launch its all new client module more on this next week have a great week	20090624 234659				yorba linda, ca
46415654	2119768847	liberty alliance is launching its twitter account  please follow us	20090611 124922				yorba linda, ca
20294386	5922301551	check this video out  the importance of building a list 	20091121 104226				yorba linda, ca
20294386	5902991203	learn how to generate 20 leads a day on facebook 	20091120 165317				yorba linda, ca
20294386	5880423832	check this video out  having a vision in network marketing 	20091119 224107				yorba linda, ca
20294386	5880288087	i uploaded a youtube video  having a vision in network marketing 	20091119 223431				yorba linda, ca
20294386	5820298243	i uploaded a youtube video  forget your mlm and concentrate on marketing 	20091118 005029				yorba linda, ca
20294386	5820272138	check this video out  forget your mlm and concentrate on marketing 	20091118 004839				yorba linda, ca
20294386	5819798820	i uploaded a youtube video  dont play table tennis with your network marketing mlm business 	20091118 001654				yorba linda, ca
20294386	5819779903	check this video out  dont play table tennis with your network marketing mlm business 	20091118 001542				yorba linda, ca
20294386	5673470464	if you don39t know where you are going, you will probably end up somewhere else   lawrence j peter	20091113 005158				yorba linda, ca
20294386	5639316265	check this video out  top 5 reasons mlmleadsystem pro works 1 self branding you 	20091111 212933				yorba linda, ca
20294386	5639246584	check this video out  top 5 reasons mlmleadsystem pro works 2 cash flow 	20091111 212633				yorba linda, ca
20294386	5639197129	check this video out  top 5 reasons mlmleadsystem pro works 3 residual income 	20091111 212429				yorba linda, ca
20294386	5626274400	check this video out  top 5 reasons mlmleadsystem pro works 4 affiliate programs 	20091111 125314				yorba linda, ca
20294386	5626089902	check this video out  top 5 reasons mlmleadsystem pro works 5 list building 	20091111 124522				yorba linda, ca
20294386	5609797582	“success is not the key to happiness happiness is the key to success if you love what you are doing, you will be successful”  schweitzer	20091110 221010				yorba linda, ca
20294386	5580971508	leadership is the capacity to translate vision into reality   warren g bennis	20091109 230608				yorba linda, ca
20294386	5308939994	check this video out  what to look for in a home based business 	20091031 014155				yorba linda, ca
20294386	5116751981	check this video out  which home based business is best for me 	20091024 001631				yorba linda, ca
20294386	5116742640	check this video out  how do i select the best home based business 	20091024 001554				yorba linda, ca
20294386	4970004255	our greatest glory is not in never failing, but in rising up every time we fail ralph waldo emerson  	20091018 123737				yorba linda, ca
20294386	4933301547	risk more than others think is safe care more than others think is wise dream more than others think is pra  	20091016 214007				yorba linda, ca
20294386	4880873013	will you look back on life and say, i wish i had, or i39m glad i did zig z  	20091014 230525				yorba linda, ca
20294386	4872348102	check this video out  once in a life time home business opportunity 	20091014 163622				yorba linda, ca
20294386	4774453002	motivation is the art of getting people to do what you want them to do because they want to do it  dw  	20091010 205231				yorba linda, ca
20294386	4718412317	you will never find time for anything if you want time you must make it  charles buxton  	20091008 171124				yorba linda, ca
20294386	4700465600	motivation is a fire from within if someone else tries to light that fire under you, chances are it will bur  	20091007 222905				yorba linda, ca
20294386	4675551305	you miss 100 of the shots you don39t take wayne gretzky  	20091007 001453				yorba linda, ca
20294386	4647550896	the best way to predict your future is to create it  	20091005 231213				yorba linda, ca
20294386	4647479729	has joined myspace  	20091005 230827				yorba linda, ca
20294386	4617351018	follow your dreams and never give up	20091004 203723				yorba linda, ca
20294386	4380948788	waiting in a very long line at the lv hilton to check in	20090925 182802				yorba linda, ca
20294386	4373789811	focus on positive and forget the negative	20090925 124411				yorba linda, ca
20294386	4368106858	just got finished running	20090925 082728				yorba linda, ca
20294386	4365487282	up early for a run	20090925 052945				yorba linda, ca
20294386	4359716601	check out my profile to see the new twitter background i created from twitbackscom twitbacks 	20090924 222321				yorba linda, ca
20294386	4354096559	getting ready for vegas this weekend	20090924 181059				yorba linda, ca
20294386	4333563381	just trying out the iphone	20090923 223502				yorba linda, ca
20294386	3998060164	check this video out  facing the giants 	20090914 233336				yorba linda, ca
20294386	3949265034	had a great day went to the beach and got sunburned should have worn sunsreen	20090912 235700				yorba linda, ca
20294386	3892920732	check out this blog post about goji berries 	20090910 132531				yorba linda, ca
24275647	3996187683	off to run away from my troubles then eventually get tired and collapse back into them	20090914 215339				yorba linda, ca
24275647	4020196097	overwhelmed	20090915 212530				yorba linda, ca
24275647	4021864999	@prestyn, where are you at and who are you seeing	20090915 224845				yorba linda, ca
24275647	4023384559	@prestyn  thats pretty sick  hope you have a great evening d	20090916 002527				yorba linda, ca
24275647	4029131593	waking up is hard to do  getting work done is even harder	20090916 083903				yorba linda, ca
24275647	4045639621	i cant believe its only wednesday  im so drained 	20090916 215651				yorba linda, ca
24275647	4053683824	tired and behind yet again in my work for school  i need to get a system going stat	20090917 081919				yorba linda, ca
24275647	4069822701	i wish mark hoppus would hug me	20090917 213902				yorba linda, ca
24275647	4072681873	blink182	20090918 002340				yorba linda, ca
24275647	4079837360	waking up to go teach after a long night is not something ill be looking forward to in the future	20090918 093832				yorba linda, ca
24275647	4090163041	sotiredneedsleepmustparty	20090918 175648				yorba linda, ca
24275647	4099129009	tired	20090919 033418				yorba linda, ca
24275647	4108267541	wiggidy wiggidy whack  dont talk back jack	20090919 142237				yorba linda, ca
24275647	4127584271	where did the weekend go  so much work still needs to be done	20090920 124450				yorba linda, ca
24275647	4145990824	le sighi guess i really am a morning person  woke up at 430 and got 2 classes worth of lessons done in 2 hours  p	20090921 082259				yorba linda, ca
24275647	4173436149	taking a deep breath  also, happy birthday to @girlishoutline	20090922 095401				yorba linda, ca
24275647	4302230598	@michev arent you supposed to be leaning to the left and the right first  shame	20090922 190658				yorba linda, ca
24275647	4315765960	decisions are tough things to make  especially when they turn out to be the wrong one	20090923 085937				yorba linda, ca
24275647	4341496777	still wondering what i was thinking when i signed up for this	20090924 082851				yorba linda, ca
24275647	4360868276	sooooooo, i was just wonderingwhats the square root of a possum	20090924 232234				yorba linda, ca
19287919	4377066581	fc q1 underway at motorplex right now jeff arend no 1 after two pairs nhradal	20090925 151519				yorba linda, ca
19287919	4377108215	into countdown funny cars mike neff and del worsham up next bonus points still available nhradal	20090925 151716				yorba linda, ca
19287919	4377476989	afh to no 1 with 4224 picks up 3 pts in qual ties tony ped for points lead nhradal	20090925 153501				yorba linda, ca
19287919	4380365435	about to start ps q2 at motorplex nhradal	20090925 175811				yorba linda, ca
19287919	4381088255	capps and downing first out in fc q2 nhradal	20090925 183510				yorba linda, ca
19287919	4381141786	capps to no 1 for now with 4207 seconds nhradal	20090925 183757				yorba linda, ca
19287919	4381184104	wow toliver 4163 straight to no 1 conditions improving every minute nhradal	20090925 184012				yorba linda, ca
19287919	4381201092	tim wilkerson and matt hagan next nhradal	20090925 184104				yorba linda, ca
19287919	4381245000	side by side hagan and wilkerson run 420s nhradal	20090925 184322				yorba linda, ca
19287919	4381304984	hight to no 1 with blistering 4109 and neff to no 3 at 4181 nhradal	20090925 184627				yorba linda, ca
19287919	4383457899	  john with aaa texas	20090925 203610				yorba linda, ca
19287919	4395143216	john about to warm up	20090926 102008				yorba linda, ca
19287919	4396245645	all jfr drivers at ab texas booth nhradal	20090926 111526				yorba linda, ca
19287919	4398512227	mike neff about run in q3 at texas motorplex track is extremely hot nhradal	20090926 130545				yorba linda, ca
19287919	4416251600	@bpschuck @jfrracing will pick up pace of tweets on race day lots of behind the scenes action yesterday that kept tweeting distracted	20090927 080327				yorba linda, ca
19287919	4417129308	dry and warming up at motorplex nhradal	20090927 090334				yorba linda, ca
19287919	4417136595	grant downing is the 124th different driver john force has faced in competition nhradal	20090927 090402				yorba linda, ca
19287919	4419808584	fc about to get started three pairs of tf left nhradal	20090927 112649				yorba linda, ca
19287919	4420541887	hight vs helander up next nhradal	20090927 120211				yorba linda, ca
19287919	4420590602	hight wins 4202 to leifs 5889 nhradal	20090927 120425				yorba linda, ca
16704925	3854102325	@kimjeveryday  i am jonesen for a eloptical wanna share	20090908 200900				yorba linda, ca
16704925	3854148327	my exercise lately has been climbing up n down ladders n rolling scaffolding	20090908 200900				yorba linda, ca
16704925	3855193378	dear moms, imagine yoirself w 8 kids  you would smack butts, holler  occasionally bitch slap your loving spouse yes	20090908 210900				yorba linda, ca
16704925	3905124230	support the victims of the september 11 terrorist attack add a 911 tag to your twitter avatar, 	20090910 230900				yorba linda, ca
16704925	3905289681	@momwifewoman cystex in your pharmacy, near the feminine products orange  black box  homeopathic remedy that has worked for me for years	20090910 230900				yorba linda, ca
16704925	3905393997	@mommybloopers thank  you for sharing the link  also, that is just bonnies way slow and sometimes painful	20090911 000900				yorba linda, ca
16704925	3924864210	@leahpeah tragic i have some, grab a taxi and you can spend the night on the couch all the guestrooms are full of kidsgrands sigh	20090911 200900				yorba linda, ca
16704925	3962963278	2nd in a row, painting the kitchen on sunday motivation 400 thou	20090913 160900				yorba linda, ca
16704925	3963000509	 the sexy gpa who is working on the new siding on t front of house	20090913 170900				yorba linda, ca
16704925	3974424432	grand daughter has hot pink bangs, and her piggie tails are tipped w hot pink	20090914 000900				yorba linda, ca
16704925	3974426673	i call her pirate pink bangs	20090914 000900				yorba linda, ca
16704925	3979851930	guess what  i am doing now thats right, going to bp to work on t house carpet today sigh	20090914 080900				yorba linda, ca
16704925	3989484605	said pirate pink bang to her daddy while visiting him no i dont want ranch dressing it tastes like sht	20090914 160900				yorba linda, ca
16704925	3989494014	her mamma does not say that	20090914 160900				yorba linda, ca
16704925	3989600498	  pirate pink bangs	20090914 160900				yorba linda, ca
16704925	4000867643	@leah peah  add ice	20090915 030900				yorba linda, ca
16704925	4040824455	is it possible to catch a sick bug from my twitter friends	20090916 180900				yorba linda, ca
16704925	4062419634	at my crazy dr for a med check sigh	20090917 150900				yorba linda, ca
16704925	4087457412	weird	20090918 150900				yorba linda, ca
16704925	4136469542	  fw drivers safety	20090920 200900				yorba linda, ca
23709424	4021706088	just left the gym numbaaaaa one hustlaaaa gettin moneyyy	20090915 220900				yorba linda, ca
23709424	4023287273	hahaha soooo rich rt @trishalish i love how comedy central is playing the gay fish kanye west episode all night	20090916 000900				yorba linda, ca
23709424	4037722504	starting to get a lillllll stressed about my pharm test at 7am tomorrow eeeek	20090916 150900				yorba linda, ca
23709424	4038547234	my day study, clean room, eat, study, study, study, drug cards, study, get  at the gym, shower, eat, study, study, study, study	20090916 160900				yorba linda, ca
23709424	4039688852	@ashiepie @missvulcan ok we need to get on that asap	20090916 170900				yorba linda, ca
23709424	4039716238	@ashiepie nevermind fool that is only valid until nov 18th	20090916 170900				yorba linda, ca
23709424	4040341654	@missvulcan hunny its only good till nov 18 lol and oh allen u did @ urself i love you tooooo much	20090916 170900				yorba linda, ca
23709424	4040704887	@dook me ive been wanting a new tattoo baaaad hahaha	20090916 180900				yorba linda, ca
23709424	4042798981	on a scale of 110 my stress level is at about a 137	20090916 190900				yorba linda, ca
23709424	4043746860	if one more person asks me for a fucking favor im gunna snap	20090916 200900				yorba linda, ca
23709424	4044409155	@ashiepie hahaha i would give u a loan but i need all the halloween money i can get	20090916 200900				yorba linda, ca
23709424	4044561345	@ashiepie the only thing ur good for is sucking balls and ur not even really good	20090916 210900				yorba linda, ca
23709424	4044794704	rt @missvulcan tweet of the day haha amazing rt @thesaucyminx @ashiepie the only thing ur good 4 is sucking balls n ur not even really good	20090916 210900				yorba linda, ca
23709424	4044932362	get money mish at the gym gooood thing cuz school is making me a crazy person	20090916 210900				yorba linda, ca
23709424	4046351564	exactly how i feel rt @johncmayer im so tired i swear i just saw a unicorn stitching up its own head wound	20090916 220900				yorba linda, ca
23709424	4046370813	@mrmuki tell us how ya really feel	20090916 220900				yorba linda, ca
23709424	4046383742	aaliyah in my ear at the gym just got straight paid	20090916 220900				yorba linda, ca
23709424	4046576090	@mrmuki guess u really is join the get money mish lol	20090916 220900				yorba linda, ca
23709424	4046878410	@mrmuki yeah you would for sure be feelin it	20090916 230900				yorba linda, ca
23709424	4047096164	my grandpa watching shakira perform she sure is limber hahaha	20090916 230900				yorba linda, ca
952651	3991069171	@marktoland should be a blast but family and i cant make it but we posted about it here  	20090914 180900				yorba linda, ca
952651	3991663118	@kenbrand hey ken how ya doin	20090914 180900				yorba linda, ca
952651	3991888013	@kenbrand hanging with @linsey waiting for another customer down the street  she says hi	20090914 180900				yorba linda, ca
952651	3997967813	@ericstegemann 	20090914 230900				yorba linda, ca
952651	3997983102	@topbrokeroc thx	20090914 230900				yorba linda, ca
952651	3998768505	just logged into  to find users within miles near me or around me yorba linda, ca	20090915 000900				yorba linda, ca
952651	3998846819	@ocrealtress nope me @thepixelmom arent going to be able to make it	20090915 000900				yorba linda, ca
952651	4017633759	ive been wearing my exchange guru hat all day  hopefully it still does its job	20090915 190900				yorba linda, ca
952651	4021876094	hanging with @mblz @aumg @jeffreyyee the aumnia clan	20090915 220900				yorba linda, ca
952651	4022434576	my lamborghini is running the suburban skin so im not to flashy	20090915 230900				yorba linda, ca
952651	4023570716	@mattwilkins ya, but the lambo with the suburban skin was funnier d	20090916 000900				yorba linda, ca
952651	4024055753	@markgundlach whats ur email  what ver of outlook	20090916 010900				yorba linda, ca
952651	4031254252	@markgundlach sorry, i went to be at 1130  just sent you email  look at my signature	20090916 100900				yorba linda, ca
952651	4031372981	@ines one of my customers show me similar product called a mucca from williams sonoma  they are cool and i have to get one	20090916 100900				yorba linda, ca
952651	4031729621	@gingerw glad you liked it	20090916 100900				yorba linda, ca
952651	4031738680	@gingerw the funny that is not the spitting out of the coffee	20090916 100900				yorba linda, ca
952651	4031773667	@myrealtyjon i wonder how many have clicked that link d	20090916 100900				yorba linda, ca
952651	4037983846	who out there is using the altos research wp plugin if you know anyone can u send me link	20090916 150900				yorba linda, ca
952651	4038093747	@rossteasley nope  need a site actually using the plugin	20090916 150900				yorba linda, ca
952651	4043855777	so i know what a googleorganic visitor iswhat is a visitor that is flagged as googlereferral   im talking about google analytics	20090916 200900				yorba linda, ca
